10HZ,20HZ,30HZ,40HZ,50HZ,60HZ,70HZ,80HZ,90HZ,100HZ,110HZ,120HZ,130HZ,140HZ,150HZ,160HZ,170HZ,180HZ,190HZ,200HZ,210HZ,220HZ,230HZ,240HZ,4000HZ,4010HZ,4020HZ,4030HZ,4040HZ,4050HZ,4060HZ,4070HZ,4080HZ,4090HZ,4100HZ,4110HZ,4120HZ,4130HZ,4140HZ,4150HZ,4160HZ,4170HZ,4180HZ,4190HZ,4200HZ,4210HZ,4220HZ,4230HZ,4240HZ,4250HZ,4260HZ,4270HZ,4280HZ,4290HZ,4300HZ,4310HZ,4320HZ,4330HZ,4340HZ,4350HZ,4360HZ,4370HZ,4380HZ,4390HZ,4400HZ,4410HZ,4420HZ,4430HZ,4440HZ,4450HZ,4460HZ,4470HZ,4480HZ,4490HZ,max0,max1,max2,max3,max4,max5,max6,max7,max8,max9,max10,max11,max12,max13,max14,max15,max16,max17,max18,max19,label
16.0,16.0,15.0,18.0,17.0,17.0,18.0,20.0,17.0,19.0,15.0,17.0,19.0,20.0,17.0,21.0,24.0,17.0,16.0,19.0,19.0,23.0,24.0,26.0,286.429785050459,283.9871144306973,280.002280631735,276.9523918125321,358.22965961571356,286.80779976053367,354.67700553053197,465.0203546382348,337.1537715947317,404.6299104852044,417.47961685386855,466.488967443982,410.2042305718684,406.1150578710303,374.2643822338788,395.85951308512455,367.3402702548606,313.3217401220138,315.90997206226126,310.7048292376988,258.2037744455214,403.5243172358743,343.21614687268374,297.15211813672386,365.57694281315923,289.7764980899709,301.4842351331319,334.6069901362677,300.126575061292,273.2312560579281,277.0690461257768,290.4375391983579,302.7514681566794,271.82518957751296,252.0745766577342,252.1936256343007,251.91858144706083,251.632590227493,293.11477279206343,273.88425793944924,265.0122583955756,213.32345059581502,215.23119904213468,226.39266776897202,257.8217686299105,298.77735332687155,243.97913221962483,242.20485774559552,209.60716118364786,209.5478647585381,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,0
,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,4.0,7.0,9.0,11.0,13.0,16.0,16.0,18.0,29.0,67.0,143.0,570.0,32.953412166975355,16.56674739991452,16.760792135631856,16.960250747969795,17.167972645676024,34.951417580851974,35.911098447072234,18.08662202592962,18.566462459039748,18.93717053711355,38.476136201738136,19.600227952699814,40.44735717338652,20.34848268984186,20.904687277389943,21.359737854395213,21.66177518164981,21.652657073657217,21.81222396352757,43.39136629149451,22.33167117823052,22.098589542669895,21.517595099016955,21.56176093460607,23.17794557629292,21.974640262145606,21.801681151161134,43.777176235931044,21.940732298048154,44.53625872631429,22.725174526285794,22.678159281948997,22.80182362159852,22.821484541957545,22.920359025502208,45.76435389656646,23.301609915942443,22.875623308163558,22.2242484684428,21.63527568029634,21.1699672317994,20.666761646958257,41.60364724319704,20.42513178515458,20.135916797264567,20.049864653084484,19.786579284798403,19.551503063114403,19.51674027639265,38.681863513320984,low,mid,low,mid,low,mid,low,mid,low,mid,low,low,low,low,low,mid,low,mid,low,mid,1
21.0,31.0,40.0,32.0,40.0,37.0,37.0,45.0,37.0,33.0,41.0,,47.0,42.0,43.0,48.0,42.0,53.0,39.0,34.0,38.0,44.0,44.0,43.0,95.47659501681966,89.25309310679059,98.82433434061235,117.49495410228633,110.88060892867325,147.7494726039113,124.1369519356862,152.02588517019214,154.9084896516335,128.74588060892867,139.15987228462285,130.61691088431496,121.19670448714294,138.44831518330577,136.92599350019955,152.94572096470722,161.2713381606705,161.13689491989282,162.46798563202006,173.6291692798905,175.20970408803237,187.6857289469183,171.60807343634187,191.7110439591767,182.78847140657962,164.20668225098353,184.78066024288728,186.98625919379666,200.08438337419466,192.273846855579,215.4981469867153,207.45538514168425,219.2338217686299,240.46074462626146,199.55903985403958,199.65328696048803,188.9389360852956,157.27036889218314,157.0257711386054,158.01014881122072,180.2083357089914,191.99110553623353,193.7080791379212,194.0508580876903,150.3960317007811,181.4005359484577,180.3324020753749,157.95968983408403,178.16608700610067,178.1156850447574,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,0
3.0,4.0,4.0,4.0,,3.0,4.0,4.0,4.0,4.0,6.0,6.0,9.0,9.0,9.0,14.0,15.0,26.0,30.0,35.0,43.0,72.0,128.0,321.0,39.78191459034152,40.5695877758139,41.17680597525514,41.962483607959406,34.11711043959177,43.4557272364445,44.334625691316496,44.7134956382918,45.56132048577456,36.78453731683676,46.38662409487428,37.31911739551856,46.614117110439594,46.14943839443526,45.641997833399856,44.98403557785507,44.797593933519586,44.76024858885911,45.129996008894466,45.69188665260277,46.10781686527168,46.92143223672957,47.66890928787274,57.51331318775301,48.10222931752095,48.296083014995155,38.901191630081534,49.206910314157014,50.021095843548665,50.598380751468156,51.3090826158846,51.86384628542106,52.198528992530925,52.27407491875249,52.51553680369462,52.54033867381264,52.483037801471006,52.42345629739438,52.341923712868464,63.20405952448829,42.40196134329209,42.664690119163005,53.80779976053367,64.68361936256343,53.71286846456468,42.68247904669593,53.038941786874965,52.65322994469468,52.401790295911965,52.38696618963453,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,0
9.0,9.0,9.0,10.0,8.0,10.0,10.0,12.0,10.0,9.0,10.0,13.0,10.0,13.0,10.0,12.0,13.0,10.0,12.0,10.0,12.0,10.0,10.0,14.0,143.2148925252295,146.05051599293006,148.23650151091852,151.06494098865386,144.99771936826502,165.1317634984891,124.1369519356862,160.9685842978505,173.13301784594333,137.94201493813785,139.15987228462285,139.9466902331946,158.4879981754946,156.90809054107987,164.31119220023947,161.94252808027824,152.31181937396659,161.13689491989282,153.44198643024117,155.3524146188494,156.7665773419237,168.91715605222646,143.0067278636182,172.53993956325903,163.54757967957124,125.56981583898741,145.87946861280577,167.30349506813386,150.063287530646,131.55578995381723,153.9272478476538,155.59153885626318,135.7161753805804,125.45777980500598,147.04350305034495,136.60488055191288,136.4558982838246,136.30098637322538,136.089001653458,147.47613889047267,137.8063743656993,159.99258794686128,129.13871942528078,161.70904840640858,128.91088431495524,128.0474371400878,127.29346028849992,136.89839785620617,104.80358059182393,136.20611209304977,mid,low,mid,low,mid,mid,mid,low,mid,low,mid,low,mid,low,mid,low,mid,mid,mid,low,0
5.0,4.0,5.0,5.0,6.0,9.0,13.0,29.0,25.0,69.0,50.0,24.0,50.0,52.0,26.0,49.0,43.0,62.0,22.0,17.0,19.0,16.0,16.0,21.0,55.69468042647813,56.797422886139465,49.412167170306176,41.962483607959406,42.646388049489715,43.4557272364445,53.2015508295798,53.65619476595017,45.56132048577456,55.17680597525514,55.66394891384914,46.6488967443982,65.25976395461542,55.379326073322304,54.77039740007982,53.98084269342608,53.7571127202235,44.76024858885911,63.18199441245225,45.69188665260277,46.10781686527168,56.30571868407549,47.66890928787274,57.51331318775301,67.34312104452934,57.955299617994186,68.07708535264268,49.206910314157014,60.0253150122584,50.598380751468156,61.570899139061524,51.86384628542106,52.198528992530925,41.819259935001995,42.0124294429557,63.048406408575175,52.483037801471006,73.39283881635212,62.81030845544216,73.73806944523633,53.00245167911512,53.330862648953755,64.56935971264039,64.68361936256343,53.71286846456468,53.353098808369914,53.038941786874965,63.183875933633615,52.401790295911965,52.38696618963453,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,0
11.0,14.0,13.0,14.0,14.0,13.0,16.0,11.0,14.0,18.0,,13.0,11.0,13.0,16.0,12.0,12.0,12.0,12.0,15.0,13.0,,15.0,15.0,115.33694258441375,99.40048439948711,92.18435674597521,84.80125373984897,103.00783587405614,104.85425274255593,116.71106995298476,108.51973215557773,92.83231229519873,113.6230232226813,144.28551075651802,147.0017096452486,141.56575010685282,142.439378828893,114.97578002564468,138.83829605356888,140.80153868072375,140.7422709787719,152.68556774469297,162.71762359310443,167.4875338367289,154.69012679868928,172.14076079213564,150.9323265422425,185.42356461034336,164.80980196609204,185.31428978486963,164.16441088474141,175.52585838438523,189.2790995868357,215.88915799971505,249.45975210143897,262.22097164838294,262.4470722325118,171.90269269126657,263.14503490525715,244.66690411739566,308.820914660208,222.24248468442798,270.44094600370425,222.2846559338937,206.66761646958258,208.01823621598518,194.0387519589685,231.56304316854252,210.52357885738706,207.75908249038324,175.96352756802963,204.92577290212282,193.40931756660493,low,low,mid,low,low,low,mid,low,low,low,low,low,low,low,low,low,low,low,mid,low,1
3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,5.0,7.0,7.0,10.0,39.78191459034152,40.5695877758139,41.17680597525514,41.962483607959406,34.11711043959177,43.4557272364445,35.4677005530532,44.7134956382918,45.56132048577456,45.98067164604595,46.38662409487428,46.6488967443982,46.614117110439594,36.919550715548205,45.641997833399856,35.98722846228405,44.797593933519586,35.80819887108729,45.129996008894466,45.69188665260277,46.10781686527168,37.53714578938366,66.73647300302183,47.92776098979417,38.481783454016764,48.296083014995155,48.62648953760192,49.206910314157014,50.021095843548665,40.47870460117453,41.04726609270768,51.86384628542106,52.198528992530925,41.819259935001995,52.51553680369462,52.54033867381264,52.483037801471006,52.42345629739438,73.27869319801586,42.13603968299219,53.00245167911512,53.330862648953755,53.80779976053367,75.46422258965734,53.71286846456468,53.353098808369914,53.038941786874965,52.65322994469468,52.401790295911965,73.34175266548834,low,low,low,mid,low,low,low,low,low,low,low,low,low,mid,low,low,low,low,low,low,0
,7.0,7.0,7.0,,7.0,7.0,3.0,7.0,3.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,14.0,17.0,10.0,55.69468042647813,56.797422886139465,24.706083585153088,58.747477051143164,59.70494326928559,26.0734363418667,26.6007754147899,26.828097382975084,27.336792291464732,27.58840298762757,27.83197445692457,27.98933804663892,27.968470266263754,27.689663036661152,27.38519870003991,26.99042134671304,26.87855636011175,26.85614915331547,27.077997605336677,27.41513199156166,64.55094361138035,28.152859342037743,28.601345572723645,67.09886538571185,67.34312104452934,67.61451622099321,68.07708535264268,68.88967443981983,70.02953418096813,70.83773305205543,71.83271566223844,103.72769257084212,177.47499857460517,219.55111465876047,220.56525457551743,178.637151490963,146.95250584411883,146.78567763270425,104.68384742573693,105.34009920748048,106.00490335823024,74.66320770853525,75.33091966474713,75.46422258965734,75.19801585039055,74.69433833171789,74.25451850162494,73.71452192257254,73.36250641427675,73.34175266548834,low,mid,low,high,low,mid,low,high,low,high,low,high,low,mid,low,high,low,high,low,mid,0
0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,,3.0,3.0,3.0,3.0,7.0,10.0,14.0,17.0,0.0,0.0,0.0,0.0,0.0,26.0734363418667,26.6007754147899,26.828097382975084,63.78584868008438,91.9613432920919,92.77324818974856,130.61691088431496,93.22823422087919,64.60921375220936,27.38519870003991,62.977649808997086,26.87855636011175,26.85614915331547,27.077997605336677,27.41513199156166,27.664690119163005,28.152859342037743,28.601345572723645,0.0,0.0,28.977649808997093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.34180968128172,0.0,0.0,0.0,31.591937966816808,31.44107417754718,0.0,low,high,low,high,low,mid,low,mid,low,high,low,mid,low,high,low,high,low,high,low,high,0
,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,,4.0,3.0,4.0,,6.0,11.0,17.0,17.0,24.0,36.0,49.43011825046303,57.983615899700816,50.282376406895565,50.880752243909384,51.50391793702807,43.689271976064965,44.88887305884029,45.21655506482405,46.41615614759937,47.34292634278387,57.7142043026072,58.80068385809945,60.67103576007978,50.87120672460465,52.261718193474856,64.07921356318565,54.15443795412452,54.131642684143046,65.4366718905827,65.08704943724177,55.8291779455763,55.24647385667474,64.55278529705086,53.904402336515176,69.53383672887875,54.93660065536402,65.4050434534834,54.72147029491381,65.82219689414447,44.53625872631429,56.81293631571449,56.69539820487249,79.80638267559482,57.05371135489386,57.30089756375552,57.20544237070808,58.2540247898561,57.18905827040889,55.560621171106995,54.08818920074084,63.5099016953982,51.666904117395646,52.004559053996296,51.06282946288645,50.33979199316142,60.14959395925345,69.25302749679442,58.65450918934321,58.550220829177945,38.681863513320984,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,1
,0.0,3.0,3.0,0.0,3.0,3.0,6.0,6.0,12.0,15.0,15.0,33.0,185.0,76.0,39.0,30.0,33.0,36.0,67.0,212.0,149.0,131.0,364.0,23.869148754204915,24.341752665488343,0.0,25.17749016477564,0.0,0.0,0.0,0.0,0.0,27.58840298762757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.85614915331547,0.0,0.0,0.0,0.0,0.0,0.0,28.861337590512573,0.0,29.17589372256115,29.52414618849421,30.0126575061292,0.0,30.785449569530762,31.118307771252635,0.0,0.0,0.0,0.0,0.0,31.454073778436626,31.40515422772108,0.0,0.0,31.998517589372256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low,mid,low,high,low,high,low,mid,low,mid,low,high,low,high,low,mid,low,high,low,mid,0
6.0,6.0,6.0,6.0,6.0,8.0,8.0,6.0,10.0,8.0,11.0,13.0,19.0,27.0,21.0,25.0,30.0,44.0,154.0,118.0,44.0,52.0,41.0,35.0,23.869148754204915,24.341752665488343,24.706083585153088,25.17749016477564,25.587832829693827,26.0734363418667,26.6007754147899,26.828097382975084,27.336792291464732,27.58840298762757,27.83197445692457,27.98933804663892,27.968470266263754,27.689663036661152,27.38519870003991,26.99042134671304,17.919037573407834,26.85614915331547,27.077997605336677,27.41513199156166,27.664690119163005,28.152859342037743,28.601345572723645,28.756656593876507,28.861337590512573,19.318433205998062,29.17589372256115,29.52414618849421,30.0126575061292,30.359028450880896,30.785449569530762,31.118307771252635,20.87941159701237,31.364444951251496,31.509322082216777,31.524203204287588,31.489822680882604,31.454073778436626,31.40515422772108,31.602029762244143,31.80147100746907,31.998517589372256,32.284679856320196,32.34180968128172,32.22772107873881,32.01185928502195,31.82336507212498,31.591937966816808,31.44107417754718,31.43217971378072,low,mid,low,mid,low,mid,low,low,low,low,low,low,low,mid,low,low,low,low,low,low,0
4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,8.0,8.0,6.0,8.0,8.0,8.0,10.0,10.0,10.0,12.0,14.0,16.0,16.0,16.0,18.0,24.0,31.825531672273218,32.45567022065112,32.941444780204115,50.35498032955128,34.11711043959177,34.7645817891556,35.4677005530532,35.770796510633446,54.673584582929465,36.78453731683676,37.109299275899424,37.31911739551856,37.29129368835167,36.919550715548205,36.51359826671988,35.98722846228405,35.83807514681567,35.80819887108729,36.10399680711557,36.55350932208221,18.44312674610867,37.53714578938366,38.13512743029819,38.34220879183534,38.481783454016764,38.636866411996124,38.901191630081534,19.682764125662807,40.01687667483893,40.47870460117453,20.52363304635384,20.745538514168423,41.75882319402474,41.819259935001995,42.0124294429557,21.016135469525057,41.986430241176805,20.96938251895775,20.936769485147387,21.068019841496096,42.40196134329209,42.664690119163005,43.04623980842693,43.12241290837562,42.970294771651744,42.68247904669593,42.43115342949997,42.12258395575574,41.92143223672957,41.909572951707624,low,mid,low,mid,low,mid,low,mid,low,low,low,mid,low,mid,low,mid,low,mid,low,mid,0
0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,10.0,8.0,8.0,19.0,14.0,12.0,6.0,10.0,14.0,10.0,8.0,0.0,16.22783511032556,16.470722390102058,16.78499344318376,17.058555219795885,17.3822908945778,17.7338502765266,17.885398255316723,18.224528194309823,18.39226865841838,18.554649637949712,37.31911739551856,18.645646844175836,18.459775357774102,18.25679913335994,17.993614231142026,17.919037573407834,17.904099435543646,18.051998403557786,18.276754661041107,18.44312674610867,18.76857289469183,19.067563715149095,19.17110439591767,19.240891727008382,19.318433205998062,19.450595815040767,19.682764125662807,20.008438337419467,20.239352300587264,20.52363304635384,20.745538514168423,20.87941159701237,20.909629967500997,21.00621472147785,21.016135469525057,20.993215120588403,20.96938251895775,20.936769485147387,21.068019841496096,21.200980671646047,21.332345059581503,21.523119904213466,21.56120645418781,21.485147385825872,21.341239523347966,21.215576714749986,21.06129197787787,20.960716118364786,20.954786475853812,low,mid,low,low,low,mid,low,low,low,mid,low,low,low,mid,low,mid,low,mid,low,high,0
18.0,18.0,19.0,18.0,19.0,25.0,24.0,21.0,22.0,26.0,25.0,28.0,24.0,24.0,24.0,30.0,35.0,33.0,33.0,40.0,43.0,40.0,,46.0,31.825531672273218,24.341752665488343,32.941444780204115,25.17749016477564,25.587832829693827,34.7645817891556,26.6007754147899,26.828097382975084,36.449056388619645,36.78453731683676,27.83197445692457,27.98933804663892,27.968470266263754,27.689663036661152,27.38519870003991,35.98722846228405,26.87855636011175,26.85614915331547,27.077997605336677,27.41513199156166,27.664690119163005,28.152859342037743,28.601345572723645,28.756656593876507,38.481783454016764,38.636866411996124,38.901191630081534,39.365528251325614,30.0126575061292,30.359028450880896,41.04726609270768,41.491077028336846,41.75882319402474,41.819259935001995,42.0124294429557,42.032270939050115,41.986430241176805,41.9387650379155,31.40515422772108,31.602029762244143,42.40196134329209,63.99703517874451,43.04623980842693,43.12241290837562,42.970294771651744,42.68247904669593,42.43115342949997,42.12258395575574,41.92143223672957,31.43217971378072,low,low,low,low,low,low,low,low,low,low,low,low,low,mid,low,low,low,mid,low,mid,0
3.0,3.0,3.0,3.0,3.0,5.0,5.0,8.0,11.0,16.0,25.0,104.0,16.0,16.0,38.0,47.0,33.0,33.0,38.0,60.0,66.0,85.0,140.0,700.0,24.715059125231516,24.850121099871778,25.141188203447783,25.440376121954692,25.751958968514035,26.213563185638982,26.933323835304176,27.129933038894432,27.849693688559622,28.405755805670324,28.8571021513036,29.400341929049723,30.33551788003989,30.52272403476279,31.357030916084916,32.03960678159282,32.492662772474716,32.47898561048582,32.71833594529135,32.54352471862089,33.497506767345776,33.14788431400484,32.27639264852543,32.342641401909106,34.76691836443938,32.961960393218405,32.7025217267417,32.83288217694828,32.911098447072234,33.402194044735715,34.08776178942869,34.0172389229235,34.20273543239778,34.23222681293632,34.38053853825331,34.323265422424846,34.95241487391367,34.31343496224534,33.3363727026642,32.45291352044451,31.7549508476991,31.000142470437385,31.20273543239778,30.63769767773187,30.20387519589685,30.074796979626726,29.679868927197603,29.327254594671604,29.275110414588973,29.011397634990736,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,1
4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,39.78191459034152,48.683505330976686,41.17680597525514,50.35498032955128,42.646388049489715,43.4557272364445,53.2015508295798,44.7134956382918,54.673584582929465,36.78453731683676,46.38662409487428,55.97867609327784,46.614117110439594,36.919550715548205,36.51359826671988,44.98403557785507,53.7571127202235,44.76024858885911,54.15599521067335,54.83026398312332,55.32938023832601,56.30571868407549,66.73647300302183,76.68441758367068,76.96356690803353,57.955299617994186,68.07708535264268,59.04829237698842,50.021095843548665,60.71805690176179,71.83271566223844,62.23661554250527,62.638234791037114,62.72888990250299,63.01864416443355,42.032270939050115,62.97964536176521,52.42345629739438,62.81030845544216,52.67004960374024,53.00245167911512,63.99703517874451,43.04623980842693,53.90301613546953,64.45544215747762,32.01185928502195,53.038941786874965,52.65322994469468,52.401790295911965,52.38696618963453,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,0
17.0,19.0,22.0,16.0,17.0,24.0,21.0,26.0,24.0,26.0,29.0,52.0,41.0,33.0,35.0,41.0,47.0,35.0,,28.0,29.0,41.0,45.0,41.0,135.2585096071612,113.59484577227893,131.76577912081646,134.2799475454701,119.40988653857119,121.67603626204459,141.8708022122128,152.02588517019214,109.34716916585893,128.74588060892867,148.4371971035977,149.27646958207424,149.1651747534067,175.36786589885398,155.1827926335595,188.93294942699126,170.23085694737443,170.08894463766464,153.44198643024117,191.90592394093161,193.65283083414104,197.0700153942642,162.07429157876732,153.36883516734136,163.54757967957124,164.20668225098353,165.3300644278465,167.30349506813386,190.08016420548492,161.9148184046981,174.45088089400764,176.3370773704316,229.6735275671361,177.7318547237585,231.06836193625634,231.17749016477563,230.92536632647244,220.1785164490564,219.83607959404756,231.74821825645705,201.40931638063745,202.65727806602428,236.75431894634812,226.39266776897202,182.62375277951992,234.75363475682764,201.54797879012486,200.08227378983977,199.12680312446548,178.1156850447574,low,mid,low,mid,low,mid,low,low,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,0
